ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_2413	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_soli(RS_GCF_000423665_1)	100	100	100	100	100	99	89
Seq_2414	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA	100	66	29	27	11	11	11
Seq_2415	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	99	99	77	70	67	67
Seq_2416	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	NA	NA	NA	100	86	57	57	44	41	41
Seq_2417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	32	31
Seq_2418	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	NA	100	100	100	97	97	53	12
Seq_2419	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	UBA7488	UBA7488_sp002477185(GB_GCA_002477185_1)	100	99	99	91	90	90	90
Seq_2420	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	Kaistia_granuli(RS_GCF_000380505_1)	100	100	100	100	100	100	100
Seq_2421	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	100	100	100	100	100	100	10
Seq_2422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ga0077555	Ga0077555_sp001464855(GB_GCA_001464855_1)	100	100	100	100	100	100	75
Seq_2423	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	Thauera_propionica(RS_GCF_002245655_1)	100	100	100	100	100	72	51
Seq_2424	Bacteria	Firmicutes	Bacilli	ZOR0006	VBWP01	VBWP01	VBWP01_sp005771635(RS_GCF_005771635_1)	100	100	100	100	100	100	100
Seq_2425	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	100	100	100	35	35	35	35
Seq_2426	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp001421965(RS_GCF_001421965_1)	100	100	100	100	100	91	55
Seq_2427	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_AA	Bacillus_AA_firmus_A(RS_GCF_000565285_1)	100	100	100	97	91	83	53
Seq_2428	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	82	81	16	16	16	16
Seq_2429	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	99	99	99	53	53	53
Seq_2430	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	100	100	100	66	31	31
Seq_2431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	Kaistia_soli(RS_GCF_900129325_1)	100	100	100	100	97	97	97
Seq_2432	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	100	100	100	64	64	63
Seq_2433	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	82	78	78	78	78	78
Seq_2434	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	96	96	96	96	43	43
Seq_2435	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	UBA7488	UBA7488_sp002477185(GB_GCA_002477185_1)	100	100	98	96	95	95	95
Seq_2436	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA	100	99	99	92	79	38	38
Seq_2437	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	Paenibacillus_Z_sp900116125(RS_GCF_900116125_1)	100	100	100	100	100	78	78
Seq_2438	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	NA	NA	100	100	100	100	100	38	37
Seq_2439	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	90	90	90	90
Seq_2440	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp001423765(RS_GCF_001423765_1)	100	100	100	100	100	100	71
Seq_2441	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	77	28	28	23	23	23
Seq_2442	Bacteria	NA	NA	NA	NA	NA	NA	100	32	25	15	15	15	15
Seq_2443	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	96	96	85	80	21	19
Seq_2444	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	NA	NA	NA	100	100	99	98	47	47	47
Seq_2445	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	74	70	54	36	36	36
Seq_2446	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA	100	75	40	40	40	40	40
Seq_2447	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Haloferula	Haloferula_sp000739615(RS_GCF_000739615_1)	100	100	100	100	97	84	84
Seq_2448	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp001425025(RS_GCF_001425025_1)	100	100	100	100	100	100	88
Seq_2449	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	100	97	28	28	26
Seq_2450	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	UBA1361	UBA1361_sp002306335(GB_GCA_002306335_1)	100	99	99	98	96	57	57
Seq_2451	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	100	96	34	34	34
Seq_2452	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_helvolus(RS_GCF_900014995_1)	100	100	100	100	100	90	50
Seq_2453	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	NA	NA	NA	99	64	64	64	27	27	27
Seq_2454	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	95	94	38	38	32
Seq_2455	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	100	100	98	93	90	90
Seq_2456	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA	100	100	100	98	96	53	48
Seq_2457	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	100	100	100	39	39	36
Seq_2458	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	UBA7488	UBA7488_sp002477185(GB_GCA_002477185_1)	100	97	94	54	50	50	50
Seq_2459	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera_sp001610895(RS_GCF_001610895_1)	100	100	100	100	100	99	99
Seq_2460	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	69	59	9	9	9	9
Seq_2461	Bacteria	Firmicutes	Bacilli	RF39	CAG-611	CAG-988	CAG-988_sp003149915(GB_GCA_003149915_1)	100	97	97	96	82	53	53
Seq_2462	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae_B	Treponema_E	Treponema_E_primitia_A(RS_GCF_000297095_1)	100	100	100	99	99	95	95
Seq_2463	Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Fretibacterium	Fretibacterium_sp003860125(RS_GCF_003860125_1)	100	100	100	100	100	100	100
Seq_2464	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA3792	UBA3792_sp900318745(GB_GCA_900318745_1)	100	98	86	86	84	55	55
Seq_2465	Bacteria	NA	NA	NA	NA	NA	NA	100	32	32	26	26	26	26
Seq_2466	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	71	71	36	25	25	20
Seq_2467	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	D5	D5_sp900113995(RS_GCF_900113995_1)	100	100	100	100	100	93	93
Seq_2468	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	96	88	42	42	42
Seq_2469	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	69	67	67	67	67	67
Seq_2470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	59	59	29	29
Seq_2471	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA	100	100	100	100	100	67	33
Seq_2472	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Soleaferrea	Soleaferrea_massiliensis(RS_GCF_000820765_1)	100	99	99	99	99	58	58
Seq_2473	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	98	98	92	39	39	32
Seq_2474	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	75	74	74	73	73	73
Seq_2475	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_AA	NA	100	100	100	94	89	67	8
Seq_2476	Bacteria	NA	NA	NA	NA	NA	NA	99	48	48	43	43	43	30
Seq_2477	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Massilia_sp002007115(RS_GCF_002007115_1)	100	100	100	100	100	100	82
Seq_2478	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	NA	100	99	99	99	99	73	20
Seq_2479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter_autotrophicus(RS_GCF_000017645_1)	100	100	100	100	100	99	77
Seq_2480	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terriglobus	NA	100	100	100	100	100	100	48
Seq_2481	Bacteria	NA	NA	NA	NA	NA	NA	100	47	47	47	47	47	47
Seq_2482	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger_sp900540595(GB_GCA_900540595_1)	100	100	100	99	97	67	53
Seq_2483	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	87	86	75	60	20	20
Seq_2484	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Renibacterium	Renibacterium_lacuslunae(RS_GCF_000950575_1)	100	100	100	100	100	91	77
Seq_2485	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_psychrophilum_A(GB_GCA_001708385_1)	100	100	100	100	100	100	89
Seq_2486	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Lentimicrobium_saccharophilum(RS_GCF_001192835_1)	100	100	100	85	51	51	51
Seq_2487	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae_B	Treponema_E	Treponema_E_primitia_A(RS_GCF_000297095_1)	100	100	100	95	95	76	76
Seq_2488	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	NA	100	100	100	100	76	51	22
Seq_2489	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	83	82	82	66	66	66
Seq_2490	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	NA	NA	NA	100	98	98	96	24	24	24
Seq_2491	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum_moscoviense(RS_GCF_001650635_1)	100	100	100	89	89	80	80
Seq_2492	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	100	100	100	100	35	35
Seq_2493	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	99	98	72	71	32	32
Seq_2494	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum_brasilense(RS_GCF_001315015_1)	100	100	100	100	100	100	98
Seq_2495	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	97	47	47
Seq_2496	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	100	100	100	100	100	33	33
Seq_2497	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter_A	NA	100	97	92	92	92	57	31
Seq_2498	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA	100	98	96	94	68	47	34
Seq_2499	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	93	72	72	69
Seq_2500	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	IMCC26207	IMCC26207_sp001025035(RS_GCF_001025035_1)	100	100	100	100	100	100	100
Seq_2501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum_A	Ochrobactrum_A_sp004368705(RS_GCF_004368705_1)	100	100	100	100	100	74	69
Seq_2502	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	NA	100	100	100	100	100	99	35
Seq_2503	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	Ilumatobacter_fluminis(RS_GCF_004364865_1)	100	100	100	100	100	91	82
Seq_2504	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	98	98	92	53	25	16
Seq_2505	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	NA	100	100	100	100	100	84	13
Seq_2506	Bacteria	NA	NA	NA	NA	NA	NA	100	24	24	19	18	18	18
Seq_2507	Bacteria	NA	NA	NA	NA	NA	NA	100	30	29	16	15	15	6
Seq_2508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum_moscoviense(RS_GCF_001650635_1)	100	100	99	93	93	85	85
Seq_2509	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum_brasilense(RS_GCF_001315015_1)	100	100	100	100	100	100	99
Seq_2510	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	50	30	30	27	27	27
Seq_2511	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	ZC4RG30	ZC4RG30_sp003242275(GB_GCA_003242275_1)	100	100	100	100	100	100	100
Seq_2512	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera_radiovictrix(RS_GCF_000092425_1)	100	100	100	100	100	100	100
Seq_2513	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter_sp003383615(RS_GCF_003383615_1)	100	100	100	100	100	100	67
Seq_2514	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	96	96	95	57	49	49
Seq_2515	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	NA	100	100	100	96	96	78	24
Seq_2516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	P52-10	P52-10_sp000516555(RS_GCF_000516555_1)	100	100	100	100	100	100	100
Seq_2517	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_sp006874645(RS_GCF_006874645_1)	100	100	100	100	100	100	92
Seq_2518	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera_borealis(RS_GCF_001956985_1)	100	99	99	99	99	71	71
Seq_2519	Bacteria	Firmicutes_A	Clostridia	Acetivibrionales	Acetivibrionaceae	NA	NA	100	99	99	62	58	45	11
Seq_2520	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	90	90	82	40	40	31
Seq_2521	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	93	32	13
Seq_2522	Bacteria	Elusimicrobiota	Elusimicrobia	NA	NA	NA	NA	100	53	53	38	38	38	16
Seq_2523	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus_luteus(RS_GCF_000023205_1)	100	100	100	100	100	97	65
Seq_2524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	98	97	97	97	97	97
Seq_2525	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	59	48	30	19
Seq_2526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	100	40	26	26
Seq_2527	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	87	74	48	48	37	35
Seq_2528	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	86	84	16	10	9	9
Seq_2529	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	99	99	99	33	33	33
Seq_2530	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	99	99	76	76	76	76
Seq_2531	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	DSM-24629	Natranaerovirga	NA	100	97	95	91	55	55	41
Seq_2532	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	99	99	93	33	33	21
Seq_2533	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	CF-154	CF-154_sp005879655(GB_GCA_005879655_1)	100	51	51	51	51	51	51
Seq_2534	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhizobacter	NA	100	100	100	100	100	76	24
Seq_2535	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	97	96	93	79	79	79
Seq_2536	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	86	84	84	84	84	84
Seq_2537	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudoduganella	Pseudoduganella_umbonata(RS_GCF_005280315_1)	100	100	100	100	100	89	80
Seq_2538	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae_A	PCC-10802	PCC-10802_sp000332335(RS_GCF_000332335_1)	100	100	100	100	85	85	85
Seq_2539	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila_D(GB_GCA_004557455_1)	100	54	54	54	54	54	54
Seq_2540	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	97	90	88	49	49
Seq_2541	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	94	94	88	37	33	33
Seq_2542	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Hydrocarboniphaga	Hydrocarboniphaga_effusa(RS_GCF_000271305_1)	100	100	100	100	100	100	100
Seq_2543	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	98	98	97	36	27	27
Seq_2544	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Conexibacter_woesei(RS_GCF_000025265_1)	100	100	100	100	100	100	100
Seq_2545	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	NA	NA	NA	100	91	87	80	41	41	41
Seq_2546	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	78	77	77	77	77	77
Seq_2547	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pseudosphingobacterium	Pseudosphingobacterium_sp004368405(RS_GCF_004368405_1)	100	100	100	100	100	87	82
Seq_2548	Bacteria	NA	NA	NA	NA	NA	NA	96	34	12	12	12	9	9
Seq_2549	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(RS_GCF_000154325_1)	100	100	100	99	96	73	73
Seq_2550	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Hydrocarboniphaga	Hydrocarboniphaga_effusa(RS_GCF_000271305_1)	100	100	100	100	100	100	100
Seq_2551	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA	100	99	99	84	78	34	34
Seq_2552	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	84	70	70	70	70	70
Seq_2553	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	98	98	65	65	65	65
Seq_2554	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium_sp900111905(RS_GCF_900111905_1)	100	100	100	100	100	78	71
Seq_2555	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	NA	NA	100	100	100	100	94	40	34
Seq_2556	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	96	94	35	33
Seq_2557	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA	100	100	100	100	100	100	13
Seq_2558	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NIC37A-2	NIC37A-2_sp002085155(GB_GCA_002085155_1)	100	97	97	97	97	79	79
Seq_2559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA	100	100	100	99	99	81	35
Seq_2560	Bacteria	Firmicutes_A	Clostridia	Acetivibrionales	Acetivibrionaceae	Ruminiclostridium	NA	100	99	99	57	57	53	22
Seq_2561	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_sp005502465(RS_GCF_005502465_1)	100	100	100	100	100	100	74
Seq_2562	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera_sp900104925(RS_GCF_900104925_1)	100	100	100	100	100	100	82
Seq_2563	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	61	61	61	61	61	61
Seq_2564	Bacteria	NA	NA	NA	NA	NA	NA	100	29	28	28	17	7	7
Seq_2565	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	98	93	46	46	46	46
Seq_2566	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_sp900546885(GB_GCA_900546885_1)	100	92	92	92	91	55	52
Seq_2567	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	96	96	68	60	23	15
Seq_2568	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	98	98	98	98	42	28
Seq_2569	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	NA	NA	100	100	100	100	100	35	27
Seq_2570	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481_sp001769295(GB_GCA_001769295_1)	100	100	100	89	51	51	51
Seq_2571	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	78	63	63	63
Seq_2572	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA945	UBA945_sp900197595(RS_GCF_900197595_1)	100	100	100	100	100	99	99
Seq_2573	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium_A	Endomicrobium_A_trichonymphae(RS_GCF_002355835_1)	100	100	100	100	100	53	53
Seq_2574	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	98	97	93	34	34	34
Seq_2575	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_antarcticus(RS_GCF_900112985_1)	100	100	100	100	100	96	86
Seq_2576	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	99	99	99	98	98	98
Seq_2577	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495_sp001917125(GB_GCA_001917125_1)	100	100	100	93	93	93	55
Seq_2578	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488_sp900539465(GB_GCA_900539465_1)	100	93	93	90	73	68	68
Seq_2579	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	NA	NA	100	100	100	100	100	39	34
Seq_2580	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	75	74	34	34	33	32
Seq_2581	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	92	88	88	88	88	88
Seq_2582	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	100	100	100	94	94	94
Seq_2583	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	97	39	1
Seq_2584	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	86	83	36	36	34	31
Seq_2585	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	NA	100	100	100	100	100	99	8
Seq_2586	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	UBA3637	UBA7488	UBA7488_sp002477185(GB_GCA_002477185_1)	100	98	98	98	94	94	94
