ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_3066	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA	100	100	100	100	94	93	93
Seq_3067	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	100	15	15	13	12	12
Seq_3068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA	100	100	100	100	100	99	99
Seq_3069	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	93	61	61	57	57
Seq_3070	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	NA	100	100	100	99	99	61	56
Seq_3071	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	NA	100	100	100	100	94	94	94
Seq_3072	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Dendrosporobacter	NA	100	99	93	93	82	76	76
Seq_3073	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA	100	100	99	95	74	69	26
Seq_3074	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	92	75	54	53	53	53
Seq_3075	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	99	96	94	78	62	57
Seq_3076	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	83	83
Seq_3077	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA	100	100	100	100	100	94	69
Seq_3078	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	aminophilus	100	100	100	100	100	97	73
Seq_3079	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	35
Seq_3080	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	NA	100	100	100	100	100	98	98
Seq_3081	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	aggregatus	100	100	100	100	100	100	68
Seq_3082	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100	100
Seq_3083	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	100	98	98
Seq_3084	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Niveibacterium	NA	100	100	100	100	100	63	63
Seq_3085	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA	100	97	96	92	86	77	77
Seq_3086	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	99	99	99	99
Seq_3087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	palustris	100	100	100	100	100	91	81
Seq_3088	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter	NA	100	100	100	100	100	100	100
Seq_3089	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	99	93	54	54
Seq_3090	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	98	98	83	66	66	66
Seq_3091	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	ulmi	100	100	100	100	99	98	53
Seq_3092	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	100	100	100	100	100	100	48
Seq_3093	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	97	94	91	91	91	91
Seq_3094	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	99	86	86
Seq_3095	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA	100	98	98	98	90	35	35
Seq_3096	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_3097	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA	100	100	100	100	100	45	45
Seq_3098	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	100	97	97	97
Seq_3099	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	100	100	100	100
Seq_3100	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA	100	100	93	93	93	86	86
Seq_3101	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_3102	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	98	95	95	90	90
Seq_3103	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	97	97	97	97
Seq_3104	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	66	48	30
Seq_3105	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium	NA	100	100	100	100	64	64	34
Seq_3106	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii	100	100	100	100	100	100	98
Seq_3107	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	99	99	98	90
Seq_3108	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	92	88	88
Seq_3109	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	NA	100	100	100	100	99	66	66
Seq_3110	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	49	48	21
Seq_3111	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	92	89	89
Seq_3112	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	90	21	21	21	5	3
Seq_3113	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	99	98	91	42	39
Seq_3114	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	97	96	89	88	45	45
Seq_3115	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_3116	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA	NA	100	96	95	81	27	17	11
Seq_3117	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	100	99	58	58
Seq_3118	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA	100	100	100	100	100	94	37
Seq_3119	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	97	97
Seq_3120	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	100	100	100	100	100	100	100
Seq_3121	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	98	70	44	39
Seq_3122	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	96	89	19	19
Seq_3123	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	98	93	60	60	60	37
Seq_3124	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	98	98	98	61	14	14
Seq_3125	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	100	100	100	100	100	91	91
Seq_3126	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	98	98
Seq_3127	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	53	43	5	5	5	2
Seq_3128	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	100	99
Seq_3129	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA	100	100	100	100	100	84	83
Seq_3130	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	85	79	79
Seq_3131	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	96	96	96	95	94	94
Seq_3132	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	88	85	57	57	57	57
Seq_3133	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia	lacustris	100	100	100	100	100	75	75
Seq_3134	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	18	18
Seq_3135	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	96	94	92	92	92	92
Seq_3136	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	100	100	100	100	99	86	86
Seq_3137	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	45
Seq_3138	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA	100	100	100	100	100	100	100
Seq_3139	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA	100	100	100	99	98	98	14
Seq_3140	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	100	100	100	100
Seq_3141	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	NA	NA	100	99	98	96	57	36	36
Seq_3142	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	62	62	62
Seq_3143	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	NA	100	100	100	100	100	100	100
Seq_3144	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	78	39	39
Seq_3145	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	100	100	100	100	100	100	100
Seq_3146	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA	100	100	100	99	90	41	41
Seq_3147	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	NA	NA	100	100	100	100	99	99	99
Seq_3148	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	77	77	77
Seq_3149	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	100	100	100	100
Seq_3150	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	100	100	100	100	100	100	51
Seq_3151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	rivuli	100	100	100	100	100	100	75
Seq_3152	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	99	97	97
Seq_3153	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	NA	100	99	99	99	99	99	91
Seq_3154	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	delafieldii	100	100	100	100	100	91	86
Seq_3155	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	43	31
Seq_3156	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA	100	100	100	100	100	100	100
Seq_3157	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	NA	100	100	100	100	98	65	38
Seq_3158	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	schindleri	100	100	100	100	100	100	92
Seq_3159	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	91	85	85	85	85
Seq_3160	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	97	97	97
Seq_3161	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	87	87
Seq_3162	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	100	97
Seq_3163	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	100	100	100	100
Seq_3164	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	NA	100	100	100	100	98	98	98
Seq_3165	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis	100	100	100	100	100	100	51
Seq_3166	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	99	46	46	46
Seq_3167	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	98	96	56	34	32
Seq_3168	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100	100
Seq_3169	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	39	39
Seq_3170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	NA	100	100	100	100	100	50	50
Seq_3171	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	NA	100	100	100	100	94	89	89
Seq_3172	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	100	100	70	70
Seq_3173	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	97	97	97	97
Seq_3174	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	98	94	45	45	44	44
Seq_3175	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	NA	100	100	100	100	100	100	100
Seq_3176	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	96	96
Seq_3177	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	NA	NA	100	100	100	100	100	100	100
Seq_3178	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	100	99	97	88	58	55
Seq_3179	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	96	96	96	96	96	96
Seq_3180	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	89	85	59	59	54	54
Seq_3181	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100	50
Seq_3182	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	97	96	91	91	91	91
Seq_3183	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	dehalogenans	100	100	98	98	84	84	56
Seq_3184	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	100	100
Seq_3185	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	71	71
Seq_3186	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	96	89
Seq_3187	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	95	83	28	28
Seq_3188	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	98	18	13
Seq_3189	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	95	82
Seq_3190	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	99	95	92	92
Seq_3191	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA	100	95	95	95	95	95	95
Seq_3192	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	94	92	90	88	67	67
Seq_3193	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	99	96	95	87	56	54
Seq_3194	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	99	82	57	35	26
Seq_3195	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	78	43	40	40
Seq_3196	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_3197	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	96	94	93	81	81
Seq_3198	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	sacheonensis	100	100	100	100	100	100	72
Seq_3199	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	98	63	25	17
Seq_3200	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	41
Seq_3201	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	100	100	100	100	96	96
Seq_3202	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	99	52
Seq_3203	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA	100	100	100	99	94	87	87
Seq_3204	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	starrii	100	100	100	100	100	100	59
Seq_3205	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	NA	100	100	100	100	100	100	100
Seq_3206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	100	100
Seq_3207	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA	100	96	96	51	29	10	3
Seq_3208	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	67	38
Seq_3209	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA	100	100	100	100	100	75	75
Seq_3210	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	100	100	100	100	100	100	94
Seq_3211	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	98	98	82	81	46	46
Seq_3212	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix PCC-6303	NA	100	100	100	100	100	100	100
Seq_3213	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	93	89	86	76	76
Seq_3214	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa	100	100	100	100	99	97	95
Seq_3215	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	100	42	40
Seq_3216	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	halotolerans	100	100	100	100	100	97	53
Seq_3217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	NA	100	100	100	100	100	100	100
Seq_3218	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	daejeonensis	100	100	100	100	100	98	90
Seq_3219	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	100	99	98	98
Seq_3220	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Pseudactinotalea	NA	100	100	100	100	90	89	89
Seq_3221	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	97	97	97	97
Seq_3222	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	95	93	42	36	28	28
Seq_3223	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	99	99	57	54	17	16
Seq_3224	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	michiganensis	100	100	100	100	100	99	99
Seq_3225	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners	100	100	100	100	100	100	99
Seq_3226	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	94	14	14	14	7	7
Seq_3227	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	100	100	100
Seq_3228	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	albus	100	100	100	100	100	100	100
Seq_3229	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	62	62	62	55
Seq_3230	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	99	99	68	37	34
Seq_3231	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	91	62	27	27	27	27
Seq_3232	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	99	99	99	99	99	89
Seq_3233	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA	100	81	81	81	81	31	28
Seq_3234	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	NA	100	100	100	100	100	100	100
Seq_3235	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	96	96	96
Seq_3236	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	jeikeium	100	100	100	100	100	100	72
Seq_3237	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA	100	100	100	100	100	100	46
Seq_3238	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	88	88	88	51
Seq_3239	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_3240	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	99	98	90	89
Seq_3241	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	93	87	84	84	57	57
Seq_3242	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	osloensis	100	100	100	100	100	50	50
Seq_3243	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	99	99	99	99	99
Seq_3244	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	100	100	100	99	95	95	86
Seq_3245	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	96	94	89	87	87	87
Seq_3246	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	93	93	93	90	88	48
Seq_3247	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	92	91	39	16	2	2
Seq_3248	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	97	83
Seq_3249	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	pectinilyticus	100	100	100	100	100	100	58
Seq_3250	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA	100	100	100	100	100	99	95
Seq_3251	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	100	41	41
Seq_3252	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	baylyi	100	100	100	100	100	100	60
Seq_3253	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA	100	100	100	100	100	100	100
Seq_3254	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	100	100	62	62	62	62
Seq_3255	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	99	96	96	96	96	96
Seq_3256	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	NA	100	100	100	100	98	85	81
Seq_3257	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA	100	100	100	100	100	100	100
Seq_3258	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100	100
Seq_3259	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	100	100	100	100	100	96	94
Seq_3260	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	100	100	36	36	36
Seq_3261	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	NA	100	100	100	100	100	96	96
Seq_3262	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	100	99	99
Seq_3263	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	100	99	93	92	92	92
